Внешний код,Название,Активность,Символьный код,Сортировка,Текст анонса,Тип текста,Картинка анонса,Детальный текст,Тип текста,Детальная картинка,Производитель,Тип,Серия,Партномер,Номинальное входное напряжение_В,Выходное напряжение_В,Тип корпуса,Размеры корпуса_мм_x,Размеры корпуса_мм_y,Размеры корпуса_мм_z,Температурный диапазон_С°,Мощность_Вт,Максимальный проходной ток_А,Дополнительные фото,Datasheet,Заменяет,Заголовок h1,title,description,Название секции 1 уровень,Символьный код секции 1 уровень,XML_ID секции 1 уровень
proizvodstvo-preobrazovatelej-napryazheniya_287,Модульный преобразователь DC/DC Иртыш 15 В / 150 Вт ET-H28M-15VP150R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-15-v-150-vt-et-h28m-15vp150r23,28800,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H28,ET-H28M-15VP150R23,"""28"" (9..36)",15,1/2 brick,"57,9","55,9","12,7","""M""  (-55..100)",150,"16,7",,ET-H28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_326####proizvodstvo-preobrazovatelej-napryazheniya_459,Модульный преобразователь DC/DC Иртыш 15 В / 150 Вт ET-H28M-15VP150R23,Модульный преобразователь DC/DC Иртыш 15 В / 150 Вт ET-H28M-15VP150R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_288,Модульный преобразователь DC/DC Иртыш 24 В / 150 Вт ET-H28M-24VP150R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-24-v-150-vt-et-h28m-24vp150r23,28900,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H28,ET-H28M-24VP150R23,"""28"" (9..36)",24,1/2 brick,"57,9","55,9","12,7","""M""  (-55..100)",150,"10,4",,ET-H28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_326####proizvodstvo-preobrazovatelej-napryazheniya_464,Модульный преобразователь DC/DC Иртыш 24 В / 150 Вт ET-H28M-24VP150R23,Модульный преобразователь DC/DC Иртыш 24 В / 150 Вт ET-H28M-24VP150R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_289,Модульный преобразователь DC/DC Иртыш 28 В / 150 Вт ET-H28M-28VP150R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-28-v-150-vt-et-h28m-28vp150r23,29000,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H28,ET-H28M-28VP150R23,"""28"" (9..36)",28,1/2 brick,"57,9","55,9","12,7","""M""  (-55..100)",150,"8,9",,ET-H28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_326####proizvodstvo-preobrazovatelej-napryazheniya_465,Модульный преобразователь DC/DC Иртыш 28 В / 150 Вт ET-H28M-28VP150R23,Модульный преобразователь DC/DC Иртыш 28 В / 150 Вт ET-H28M-28VP150R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_290,Модульный преобразователь DC/DC Иртыш 36 В / 150 Вт ET-H28M-36VP150R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-36-v-150-vt-et-h28m-36vp150r23,29100,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H28,ET-H28M-36VP150R23,"""28"" (9..36)",36,1/2 brick,"57,9","55,9","12,7","""M""  (-55..100)",150,"6,9",,ET-H28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_326####proizvodstvo-preobrazovatelej-napryazheniya_466,Модульный преобразователь DC/DC Иртыш 36 В / 150 Вт ET-H28M-36VP150R23,Модульный преобразователь DC/DC Иртыш 36 В / 150 Вт ET-H28M-36VP150R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_291,Модульный преобразователь DC/DC Иртыш 48 В / 150 Вт ET-H28M-48VP150R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-48-v-150-vt-et-h28m-48vp150r23,29200,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H28,ET-H28M-48VP150R23,"""28"" (9..36)",48,1/2 brick,"57,9","55,9","12,7","""M""  (-55..100)",150,"5,2",,ET-H28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_326####proizvodstvo-preobrazovatelej-napryazheniya_467,Модульный преобразователь DC/DC Иртыш 48 В / 150 Вт ET-H28M-48VP150R23,Модульный преобразователь DC/DC Иртыш 48 В / 150 Вт ET-H28M-48VP150R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_292,"Модульный преобразователь DC/DC Иртыш 3,3 В / 50 Вт ET-Q28C-3V3P050R23",Y,modulnyj-preobrazovatel-dc-dc-irtysh-3-3-v-50-vt-et-q28c-3v3p050r23,29300,,html,ET-Q.jpg,,html,ET-Q.jpg,ЭКБ ТЕСТ,DC/DC,ET-Q28,ET-Q28C-3V3P050R23,"""28"" (9..36)","3,3",1/4 brick,"57,9","36,8","12,7","""C""  (-20..100)",50,"15,2",,ET-Q28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_327####,"Модульный преобразователь DC/DC Иртыш 3,3 В / 50 Вт ET-Q28C-3V3P050R23","Модульный преобразователь DC/DC Иртыш 3,3 В / 50 Вт ET-Q28C-3V3P050R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ",ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_293,Модульный преобразователь DC/DC Иртыш 5 В / 50 Вт ET-Q28C-05VP050R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-5-v-50-vt-et-q28c-05vp050r23,29400,,html,ET-Q.jpg,,html,ET-Q.jpg,ЭКБ ТЕСТ,DC/DC,ET-Q28,ET-Q28C-05VP050R23,"""28"" (9..36)",5,1/4 brick,"57,9","36,8","12,7","""C""  (-20..100)",50,10,,ET-Q28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_327####,Модульный преобразователь DC/DC Иртыш 5 В / 50 Вт ET-Q28C-05VP050R23,Модульный преобразователь DC/DC Иртыш 5 В / 50 Вт ET-Q28C-05VP050R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_294,Модульный преобразователь DC/DC Иртыш 12 В / 100 Вт ET-Q28C-12VP100R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-12-v-100-vt-et-q28c-12vp100r23,29500,,html,ET-Q.jpg,,html,ET-Q.jpg,ЭКБ ТЕСТ,DC/DC,ET-Q28,ET-Q28C-12VP100R23,"""28"" (9..36)",12,1/4 brick,"57,9","36,8","12,7","""C""  (-20..100)",100,"8,3",,ET-Q28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_327####,Модульный преобразователь DC/DC Иртыш 12 В / 100 Вт ET-Q28C-12VP100R23,Модульный преобразователь DC/DC Иртыш 12 В / 100 Вт ET-Q28C-12VP100R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_295,Модульный преобразователь DC/DC Иртыш 15 В / 100 Вт ET-Q28C-15VP100R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-15-v-100-vt-et-q28c-15vp100r23,29600,,html,ET-Q.jpg,,html,ET-Q.jpg,ЭКБ ТЕСТ,DC/DC,ET-Q28,ET-Q28C-15VP100R23,"""28"" (9..36)",15,1/4 brick,"57,9","36,8","12,7","""C""  (-20..100)",100,"6,7",,ET-Q28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_327####,Модульный преобразователь DC/DC Иртыш 15 В / 100 Вт ET-Q28C-15VP100R23,Модульный преобразователь DC/DC Иртыш 15 В / 100 Вт ET-Q28C-15VP100R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_296,Модульный преобразователь DC/DC Иртыш 24 В / 100 Вт ET-Q28C-24VP100R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-24-v-100-vt-et-q28c-24vp100r23,29700,,html,ET-Q.jpg,,html,ET-Q.jpg,ЭКБ ТЕСТ,DC/DC,ET-Q28,ET-Q28C-24VP100R23,"""28"" (9..36)",24,1/4 brick,"57,9","36,8","12,7","""C""  (-20..100)",100,"4,2",,ET-Q28.pdf,proizvodstvo-preobrazovatelej-napryazheniya_327####,Модульный преобразователь DC/DC Иртыш 24 В / 100 Вт ET-Q28C-24VP100R23,Модульный преобразователь DC/DC Иртыш 24 В / 100 Вт ET-Q28C-24VP100R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
